Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
4,2,1463,4902,2022-09-30,2022,9,90000
4,3,2137,8760,2022-08-31,2022,8,224900
3,1,1079,7936,2022-07-06,2022,7,153500
4,3,2052,7424,2022-04-22,2022,4,135900
3,1,1037,5160,2022-08-16,2022,8,139900
3,2,1301,7200,2022-09-15,2022,9,155000
3,1,1220,5400,2022-12-21,2022,12,75000
6,2,1567,7320,2022-02-07,2022,2,175000
2,2,1086,5880,2022-12-05,2022,12,125500
2,2,1429,5880,2022-09-13,2022,9,169900
6,2,2040,5593,2022-03-22,2022,3,123000
4,2,2160,8460,2022-03-18,2022,3,122500
3,1,930,3600,2022-04-04,2022,4,61078
3,2,1346,4800,2022-07-27,2022,7,155000
3,2,1326,5400,2022-04-08,2022,4,80000
8,1,1077,6000,2022-03-24,2022,3,154900
3,1,928,4800,2022-10-03,2022,10,120000
4,1,1044,7620,2022-05-19,2022,5,152000
8,2,2016,4200,2022-01-10,2022,1,115000
2,1,1001,4680,2022-11-02,2022,11,85000
4,2,1796,7200,2022-08-16,2022,8,134000
2,2,1095,4560,2022-01-25,2022,1,85000
4,2,1240,5272,2022-06-24,2022,6,139000
2,1,976,7200,2022-10-26,2022,10,96000
3,2,1470,5945,2022-03-31,2022,3,151000
3,1,1425,6400,2022-07-29,2022,7,110000
3,1,1063,6400,2022-02-21,2022,2,125000
4,1,1351,6272,2022-04-13,2022,4,150000
3,2,1719,6350,2022-08-19,2022,8,130000
3,1,1344,8001,2022-11-30,2022,11,100000
10,2,2245,6350,2022-01-21,2022,1,128000
4,2,1473,7100,2022-06-15,2022,6,160000
6,2,922,7100,2022-03-10,2022,3,159000
3,2,985,5200,2022-09-12,2022,9,75000
2,1,1161,8520,2022-07-05,2022,7,128000
10,2,2199,8382,2022-03-15,2022,3,120000
8,2,1892,5504,2022-02-28,2022,2,97000
2,2,784,5896,2022-09-07,2022,9,117000
4,2,1449,6400,2022-04-07,2022,4,182900
3,2,1422,5120,2022-04-18,2022,4,165000
4,2,2062,5120,2022-01-13,2022,1,100000
2,1,716,5120,2022-07-29,2022,7,65000
3,1,853,5120,2022-04-13,2022,4,93000
5,2,2380,5120,2022-05-31,2022,5,105000
2,1,1020,6500,2022-05-18,2022,5,178000
4,1,1053,6500,2022-04-28,2022,4,79000
4,1,1053,6500,2022-08-15,2022,8,154900
8,1,945,12120,2022-02-10,2022,2,122500
4,1,1170,6780,2022-11-29,2022,11,72000
4,1,990,5250,2022-07-05,2022,7,154900
4,1,1087,6160,2022-03-18,2022,3,150000
4,1,1028,5500,2022-09-28,2022,9,105000
6,2,1884,8050,2022-04-26,2022,4,99000
5,2,2472,7800,2022-09-09,2022,9,65000
4,1,1155,6000,2022-04-19,2022,4,93500
6,2,2054,5400,2022-05-11,2022,5,155900
12,2,2216,6000,2022-02-03,2022,2,127500
8,2,1536,5000,2022-03-31,2022,3,97500
4,2,1536,4960,2022-12-28,2022,12,112000
12,2,1898,5160,2022-01-14,2022,1,119500
4,1,1254,4800,2022-09-28,2022,9,145000
4,2,1536,4800,2022-03-25,2022,3,110000
3,1,972,5160,2022-04-18,2022,4,125000
6,2,2210,4800,2022-04-21,2022,4,140000
4,2,1497,10000,2022-06-20,2022,6,220000
6,2,2016,6840,2022-05-04,2022,5,160000
6,2,2016,6360,2022-04-05,2022,4,170000
6,2,1728,7236,2022-12-22,2022,12,160000
4,2,1536,5202,2022-08-17,2022,8,108000
4,2,1536,5253,2022-05-04,2022,5,90000
4,2,2112,5969,2022-06-24,2022,6,154000
10,3,2396,5969,2022-01-04,2022,1,138500
15,3,2890,8188,2022-12-07,2022,12,217000
5,3,2890,8188,2022-02-24,2022,2,180645
6,2,1850,6120,2022-11-28,2022,11,160000
8,2,1132,7000,2022-01-14,2022,1,105000
8,2,1132,7000,2022-07-22,2022,7,175000
3,2,1203,5237,2022-07-27,2022,7,149000
4,2,1846,7049,2022-09-29,2022,9,200000
6,2,2056,5160,2022-10-10,2022,10,115300
4,1,1270,7560,2022-03-18,2022,3,138000
4,1,1208,4800,2022-07-08,2022,7,200000
4,2,1926,9088,2022-11-30,2022,11,206800
4,3,1200,6000,2022-06-09,2022,6,198000
4,2,1879,4800,2022-01-12,2022,1,105000
4,2,1879,4800,2022-07-25,2022,7,132000
6,2,2168,5750,2022-03-17,2022,3,172000
12,2,2042,5320,2022-01-24,2022,1,133000
4,2,1103,4920,2022-11-14,2022,11,183000
3,2,1535,5000,2022-02-04,2022,2,120430
3,2,1259,5375,2022-12-09,2022,12,125000
12,2,2200,4800,2022-02-28,2022,2,140000
4,2,1879,4800,2022-02-28,2022,2,105000
18,3,2440,9840,2022-03-29,2022,3,211500
5,4,2333,9600,2022-09-22,2022,9,237000
9,3,3804,7200,2022-07-29,2022,7,220000
9,6,3936,7200,2022-04-08,2022,4,297500
6,4,2496,4800,2022-09-23,2022,9,220000
6,4,2314,4800,2022-05-31,2022,5,160000
6,4,2177,5400,2022-08-26,2022,8,180000
4,2,1117,4800,2022-11-16,2022,11,142500
5,4,2703,6330,2022-08-05,2022,8,190000
6,2,2076,6600,2022-07-21,2022,7,134900
6,2,1970,6656,2022-02-11,2022,2,154000
5,3,1999,7625,2022-06-07,2022,6,146500
6,3,2161,7800,2022-06-01,2022,6,132500
5,3,2214,6000,2022-06-06,2022,6,205000
6,2,2024,4920,2022-06-09,2022,6,240000
6,2,2024,5535,2022-01-31,2022,1,164900
5,3,2147,5535,2022-06-09,2022,6,240000
6,4,2155,5535,2022-05-13,2022,5,150010
6,2,1970,5289,2022-12-21,2022,12,126725
10,2,2077,4920,2022-02-25,2022,2,155000
5,2,1910,4920,2022-10-26,2022,10,175000
4,2,1530,4920,2022-07-13,2022,7,150000
10,3,2048,7449,2022-02-24,2022,2,180645
9,6,3366,7560,2022-06-24,2022,6,184900
6,2,2132,4800,2022-07-14,2022,7,145000
6,2,2152,4800,2022-07-14,2022,7,145000
6,2,2152,4800,2022-07-14,2022,7,145000
6,2,1970,4800,2022-04-11,2022,4,155000
5,2,1870,4800,2022-06-16,2022,6,134900
6,1,952,4800,2022-04-02,2022,4,139900
3,1,1072,5040,2022-10-07,2022,10,128000
3,1,1216,5040,2022-09-15,2022,9,122500
5,3,1991,5280,2022-06-28,2022,6,105000
4,2,1465,3900,2022-08-20,2022,8,171000
3,2,1776,10414,2022-09-13,2022,9,285000
3,2,1662,23625,2022-07-14,2022,7,280000
2,1,1368,12593,2022-08-09,2022,8,148800
5,2,2013,8052,2022-07-29,2022,7,220000
3,2,1556,14250,2022-06-10,2022,6,275000
6,4,2276,8160,2022-08-05,2022,8,230000
4,1,1471,95832,2022-08-12,2022,8,274900
4,2,2533,8000,2022-09-12,2022,9,220000
4,2,1542,9120,2022-02-01,2022,2,225000
2,1,1364,12400,2022-03-18,2022,3,174900
4,2,2255,8400,2022-10-31,2022,10,210000
6,4,2508,6000,2022-04-05,2022,4,184000
6,2,1992,6000,2022-06-16,2022,6,134900
6,4,2322,8004,2022-09-26,2022,9,250000
2,2,1063,8750,2022-07-22,2022,7,80000
3,2,1414,6120,2022-05-26,2022,5,110000
6,2,2070,6120,2022-05-02,2022,5,130000
6,2,2056,6120,2022-05-19,2022,5,145000
3,2,1414,6885,2022-04-29,2022,4,185000
6,2,2068,5500,2022-02-03,2022,2,150000
6,2,2074,6120,2022-05-20,2022,5,120000
4,3,1027,6364,2022-09-21,2022,9,200000
3,2,1966,6496,2022-05-25,2022,5,175000
5,4,3003,7080,2022-06-20,2022,6,237000
12,1,1226,6750,2022-01-12,2022,1,169900
4,1,1207,6750,2022-02-17,2022,2,112500
2,2,1176,5940,2022-02-25,2022,2,76000
2,2,1112,10080,2022-01-19,2022,1,158000
5,1,1388,6936,2022-08-23,2022,8,148000
3,2,1271,6960,2022-07-18,2022,7,180000
3,1,1141,6850,2022-02-17,2022,2,110000
3,3,1176,5650,2022-03-31,2022,3,190000
2,1,866,6885,2022-08-05,2022,8,134000
2,1,987,7965,2022-07-29,2022,7,75000
3,1,890,7965,2022-04-21,2022,4,80000
3,1,1031,7965,2022-01-07,2022,1,69000
5,1,1152,6834,2022-07-26,2022,7,130000
3,1,974,7102,2022-09-23,2022,9,124000
3,1,1191,6028,2022-08-24,2022,8,85000
5,3,2598,17820,2022-07-20,2022,7,135000
3,2,1635,10935,2022-02-23,2022,2,160000
8,2,1392,5280,2022-01-25,2022,1,165000
3,2,1170,6160,2022-07-13,2022,7,149000
4,2,1848,12880,2022-11-21,2022,11,200000
5,4,2832,7840,2022-04-14,2022,4,250000
4,2,1851,8775,2022-12-02,2022,12,165000
3,1,1481,8100,2022-06-29,2022,6,159000
6,1,1085,8100,2022-02-22,2022,2,90000
4,3,2542,8100,2022-09-07,2022,9,82000
3,2,1139,8100,2022-03-11,2022,3,100500
4,2,1716,8100,2022-07-08,2022,7,180000
3,1,1132,5400,2022-06-15,2022,6,116000
4,2,1728,5160,2022-12-02,2022,12,105000
2,1,710,4880,2022-05-20,2022,5,68000
4,2,1304,5490,2022-01-31,2022,1,195000
3,1,1032,5490,2022-07-29,2022,7,150000
3,1,1248,5490,2022-11-28,2022,11,163000
7,2,1859,4800,2022-09-07,2022,9,124000
12,2,1974,7150,2022-03-10,2022,3,102500
4,1,1174,3600,2022-04-26,2022,4,78000
3,1,1429,3600,2022-09-09,2022,9,150000
6,1,1281,5400,2022-03-29,2022,3,135000
4,2,1972,3600,2022-12-06,2022,12,118000
4,2,1835,3600,2022-04-12,2022,4,165000
3,1,1392,5400,2022-12-08,2022,12,150000
3,2,1170,3600,2022-11-28,2022,11,85000
6,2,1270,3600,2022-03-22,2022,3,149900
8,1,1208,5400,2022-02-28,2022,2,76500
4,2,1913,4800,2022-12-27,2022,12,80000
6,2,1388,4200,2022-02-24,2022,2,90000
6,2,2378,5760,2022-01-01,2022,1,90000
4,1,1640,7200,2022-04-07,2022,4,83845
5,2,2105,7200,2022-05-06,2022,5,180000
5,2,1630,5400,2022-11-23,2022,11,110000
7,2,1526,4800,2022-09-13,2022,9,115000
3,3,1638,3600,2022-04-12,2022,4,170000
2,1,936,4320,2022-04-07,2022,4,65000
6,2,1055,4200,2022-01-20,2022,1,127000
4,1,1402,4200,2022-10-11,2022,10,152000
3,2,1307,4680,2022-06-22,2022,6,125000
6,2,1414,6960,2022-03-04,2022,3,80000
4,2,1817,5320,2022-08-02,2022,8,90000
3,1,947,4800,2022-03-29,2022,3,62000
3,1,1321,4200,2022-03-28,2022,3,70000
2,1,1527,3600,2022-09-07,2022,9,99800
4,2,1536,6125,2022-03-10,2022,3,123500
4,2,1536,6125,2022-08-11,2022,8,130000
4,2,1536,5880,2022-10-06,2022,10,155000
4,2,1895,3600,2022-11-18,2022,11,127500
7,2,1725,3600,2022-07-11,2022,7,190000
3,1,1326,4800,2022-10-11,2022,10,77000
8,1,1519,4440,2022-03-08,2022,3,155000
3,1,1296,4800,2022-08-18,2022,8,85000
4,2,1262,7200,2022-07-14,2022,7,106000
6,3,1233,5060,2022-04-25,2022,4,80000
6,3,1233,5060,2022-09-29,2022,9,158800
3,1,1078,6760,2022-04-26,2022,4,135000
3,1,1042,6720,2022-08-12,2022,8,117500
3,1,870,6600,2022-10-15,2022,10,94900
3,1,1122,6525,2022-09-30,2022,9,150000
4,3,1876,20313,2022-05-24,2022,5,234900
6,2,1904,6096,2022-07-28,2022,7,165000
3,2,1397,6800,2022-07-11,2022,7,215000
6,2,2424,7632,2022-05-20,2022,5,130000
4,2,2257,5800,2022-09-14,2022,9,188000
4,3,1675,5777,2022-08-30,2022,8,275000
2,2,1120,6885,2022-06-29,2022,6,118500
3,2,905,8400,2022-06-09,2022,6,160000
2,3,1771,6000,2022-06-07,2022,6,332600
3,1,1293,6750,2022-09-09,2022,9,219900
4,1,1380,6750,2022-02-25,2022,2,230000
3,1,1413,6750,2022-05-12,2022,5,211000
3,2,1926,9000,2022-09-20,2022,9,150000
3,1,1131,5320,2022-09-27,2022,9,125000
3,1,1011,6000,2022-02-28,2022,2,119900
10,2,1155,10800,2022-09-01,2022,9,119000
5,3,1700,4816,2022-04-20,2022,4,95000
4,1,1344,5828,2022-08-11,2022,8,150000
3,2,1299,5580,2022-11-09,2022,11,100000
3,2,1123,4960,2022-12-22,2022,12,130000
3,1,975,5934,2022-05-25,2022,5,136000
3,2,1015,6063,2022-03-27,2022,3,121000
6,1,1094,4992,2022-03-31,2022,3,70000
4,2,2122,5040,2022-05-24,2022,5,249900
3,2,1514,5040,2022-04-28,2022,4,112000
2,1,1383,5040,2022-11-04,2022,11,68000
3,1,1371,5280,2022-04-18,2022,4,190000
2,1,807,4800,2022-10-04,2022,10,97000
4,2,1454,5400,2022-02-04,2022,2,161500
3,1,960,6000,2022-06-09,2022,6,133000
8,1,1080,4800,2022-04-08,2022,4,134999
8,1,1027,5040,2022-01-17,2022,1,118500
6,1,980,5060,2022-01-19,2022,1,62500
3,1,1024,5520,2022-05-27,2022,5,106000
4,2,1456,7200,2022-10-04,2022,10,80300
3,1,1211,3600,2022-05-02,2022,5,87500
3,1,1211,3600,2022-09-20,2022,9,153000
4,1,1092,5400,2022-09-23,2022,9,80000
2,1,927,8172,2022-09-19,2022,9,95000
3,2,1567,5520,2022-06-30,2022,6,70000
4,2,1776,6300,2022-07-19,2022,7,135000
2,1,1672,8453,2022-09-22,2022,9,150000
6,2,1866,6300,2022-11-19,2022,11,89900
2,1,833,5480,2022-08-11,2022,8,63000
3,1,1377,8800,2022-01-28,2022,1,165000
7,2,1634,5934,2022-02-14,2022,2,175000
5,2,2222,5504,2022-07-12,2022,7,95000
4,2,2016,4800,2022-12-09,2022,12,116000
3,1,1435,5400,2022-10-10,2022,10,62000
3,1,1546,5400,2022-08-11,2022,8,95000
3,1,1238,3600,2022-05-06,2022,5,150000
3,1,1356,4800,2022-05-02,2022,5,135000
3,1,1484,3600,2022-02-17,2022,2,73000
3,2,1509,3600,2022-05-12,2022,5,85500
3,2,1509,3600,2022-09-19,2022,9,170000
5,2,1401,7200,2022-05-09,2022,5,145500
3,2,1335,3600,2022-10-05,2022,10,74000
3,1,1190,3780,2022-05-02,2022,5,83000
3,2,1195,3600,2022-11-29,2022,11,78000
4,2,1463,4560,2022-05-05,2022,5,68900
4,1,1144,5160,2022-05-19,2022,5,105000
3,1,1508,3600,2022-06-30,2022,6,60000
3,3,1884,3690,2022-07-08,2022,7,65000
2,2,1421,3870,2022-05-24,2022,5,162000
4,2,1444,4800,2022-11-03,2022,11,72000
3,1,1392,4800,2022-06-15,2022,6,126000
3,2,1253,4800,2022-10-21,2022,10,110000
2,2,1358,4800,2022-12-15,2022,12,125000
4,2,1314,4800,2022-04-04,2022,4,95000
5,2,2494,8520,2022-05-10,2022,5,110000
3,1,1068,3920,2022-04-11,2022,4,79000
4,2,1668,4905,2022-09-13,2022,9,98000
7,2,1402,4360,2022-06-21,2022,6,145000
3,2,1404,6477,2022-03-18,2022,3,113000
3,1,1266,5640,2022-04-29,2022,4,140000
3,2,963,6160,2022-10-26,2022,10,148000
4,3,1618,6210,2022-04-29,2022,4,155000
4,2,894,4692,2022-02-17,2022,2,64000
8,2,1092,6042,2022-03-04,2022,3,119000
4,4,1872,5984,2022-05-12,2022,5,105000
3,1,1082,16380,2022-09-02,2022,9,55000
4,2,1198,5000,2022-09-20,2022,9,162000
5,3,2095,4800,2022-11-21,2022,11,140000
2,1,1144,3660,2022-02-21,2022,2,129900
12,2,2252,5472,2022-04-12,2022,4,146000
12,2,2252,5472,2022-01-04,2022,1,149900
6,2,1824,5960,2022-07-07,2022,7,130000
6,2,1824,5960,2022-02-22,2022,2,138000
6,4,2028,6000,2022-06-09,2022,6,105000
5,2,1876,4320,2022-05-04,2022,5,127398
3,2,1196,6240,2022-04-18,2022,4,131000
6,2,1836,5280,2022-03-31,2022,3,195000
25,3,2067,4800,2022-03-28,2022,3,138000
4,2,2095,6120,2022-09-21,2022,9,165000
4,1,1204,5280,2022-08-26,2022,8,68000
8,1,1127,5280,2022-01-28,2022,1,85000
4,2,1170,6440,2022-08-25,2022,8,110000
3,1,960,5600,2022-08-10,2022,8,81000
10,2,1747,6160,2022-03-14,2022,3,97000
3,1,927,6160,2022-04-05,2022,4,125000
4,2,1754,9240,2022-06-17,2022,6,114900
2,1,1194,6160,2022-11-07,2022,11,90000
6,1,884,6160,2022-02-11,2022,2,90000
10,2,2139,7280,2022-03-18,2022,3,120000
5,2,1444,6160,2022-01-03,2022,1,150000
6,4,2394,6160,2022-05-04,2022,5,153000
4,1,1008,6160,2022-12-29,2022,12,158680
4,2,1644,9240,2022-05-03,2022,5,126500
3,1,1117,9240,2022-04-22,2022,4,127000
3,2,1102,5480,2022-10-13,2022,10,149000
4,1,1016,5040,2022-09-22,2022,9,85000
3,1,1134,4880,2022-07-28,2022,7,135000
20,1,1058,5940,2022-02-03,2022,2,139000
6,4,2661,8646,2022-06-09,2022,6,137500
4,2,1173,9250,2022-01-26,2022,1,70000
11,3,1450,6480,2022-06-29,2022,6,250000
2,2,688,5940,2022-08-04,2022,8,65000
8,1,1279,6180,2022-04-06,2022,4,98000
3,1,1081,6160,2022-07-06,2022,7,137000
5,2,2022,7000,2022-11-28,2022,11,235000
2,1,767,6160,2022-09-12,2022,9,125000
12,2,1904,7000,2022-01-27,2022,1,128000
6,1,1005,5280,2022-04-04,2022,4,126000
5,2,1260,5280,2022-05-05,2022,5,89900
4,2,1074,5040,2022-05-12,2022,5,145000
5,2,2314,10080,2022-05-10,2022,5,200000
4,2,761,4800,2022-01-27,2022,1,130000
4,2,1584,6360,2022-11-02,2022,11,194000
4,2,1599,7200,2022-08-25,2022,8,210000
3,1,938,4800,2022-08-16,2022,8,115000
3,3,1624,4920,2022-09-28,2022,9,200000
3,2,2153,9840,2022-05-10,2022,5,200000
2,1,1524,4880,2022-05-11,2022,5,194000
4,2,1345,5360,2022-07-28,2022,7,175000
3,2,1298,4920,2022-11-14,2022,11,175000
6,2,2352,5160,2022-06-16,2022,6,120000
2,2,1346,4920,2022-04-18,2022,4,135000
6,2,982,5400,2022-03-11,2022,3,163000
2,1,1182,5400,2022-03-28,2022,3,111000
3,1,1300,6480,2022-05-06,2022,5,100000
6,2,988,8020,2022-02-04,2022,2,135000
6,2,1569,5364,2022-03-16,2022,3,119900
3,1,1110,8760,2022-06-16,2022,6,169600
2,1,1116,8100,2022-04-28,2022,4,180000
2,1,1149,8100,2022-09-02,2022,9,127000
3,1,1216,8100,2022-08-31,2022,8,147000
4,1,1558,5320,2022-05-31,2022,5,127000
3,1,1213,5320,2022-07-06,2022,7,110000
6,2,2227,4800,2022-03-03,2022,3,160000
6,2,2040,7100,2022-09-01,2022,9,200000
6,2,2040,7452,2022-01-28,2022,1,170100
6,2,2040,6120,2022-05-19,2022,5,150000
6,2,2040,6120,2022-05-19,2022,5,145000
6,2,2040,6120,2022-05-19,2022,5,145000
6,2,2040,6120,2022-05-23,2022,5,165000
6,2,2040,6120,2022-10-13,2022,10,143000
6,2,2040,6120,2022-05-19,2022,5,145000
6,2,1904,6120,2022-08-22,2022,8,171000
12,2,2040,6000,2022-02-07,2022,2,179900
6,2,2040,6000,2022-07-21,2022,7,99000
6,2,1926,6000,2022-05-26,2022,5,190000
6,2,1926,6000,2022-11-21,2022,11,160000
6,2,1926,6000,2022-05-19,2022,5,150000
6,2,2040,5940,2022-01-03,2022,1,157000
6,2,2040,5940,2022-02-03,2022,2,150000
6,2,2040,5940,2022-07-22,2022,7,178000
5,2,2040,5830,2022-03-25,2022,3,150000
6,2,2040,5830,2022-05-18,2022,5,135000
6,2,2040,6160,2022-03-02,2022,3,100000
3,1,1120,5500,2022-09-26,2022,9,180000
4,2,1409,6016,2022-09-26,2022,9,162000
4,1,1152,5500,2022-03-31,2022,3,185000
6,3,2323,5880,2022-05-24,2022,5,230000
6,2,2050,7583,2022-03-22,2022,3,135000
6,2,2050,7591,2022-05-23,2022,5,180000
4,2,1228,13035,2022-09-14,2022,9,175000
6,4,2419,5400,2022-07-11,2022,7,215000
6,2,1988,4920,2022-11-03,2022,11,248000
3,3,1556,4800,2022-11-29,2022,11,196900
4,2,2102,8700,2022-09-30,2022,9,200000
6,2,2034,5800,2022-04-26,2022,4,120000
3,2,1246,4914,2022-02-18,2022,2,204500
3,2,1209,7315,2022-06-07,2022,6,195900
6,4,2594,8910,2022-06-02,2022,6,222000
3,2,1509,10080,2022-03-08,2022,3,120000
6,4,2556,8580,2022-03-18,2022,3,245000
6,4,2450,7200,2022-07-07,2022,7,215000
6,4,2583,7434,2022-09-06,2022,9,220000
6,4,2763,6042,2022-06-17,2022,6,252500
4,1,786,7830,2022-10-05,2022,10,120000
5,2,2069,7200,2022-04-14,2022,4,160000
2,1,980,13975,2022-04-08,2022,4,132000
6,4,2231,8520,2022-03-25,2022,3,200000
6,3,2228,7440,2022-04-20,2022,4,185000
4,2,1740,7440,2022-04-28,2022,4,195000
6,2,1940,7684,2022-05-05,2022,5,150000
6,1,1283,9000,2022-04-13,2022,4,195000
6,4,2728,6360,2022-05-25,2022,5,225000
6,4,2288,7200,2022-12-30,2022,12,158000
5,2,2161,6000,2022-04-15,2022,4,155000
4,2,2011,6741,2022-06-14,2022,6,280000
4,3,1828,6282,2022-04-21,2022,4,155000
3,2,1399,5590,2022-09-13,2022,9,155000
6,2,2227,5160,2022-07-18,2022,7,154000
6,2,2227,4800,2022-05-18,2022,5,120000
6,3,1880,6075,2022-12-09,2022,12,262000
4,2,1795,4800,2022-04-22,2022,4,265000
4,2,2014,8450,2022-05-02,2022,5,196000
6,4,2820,7800,2022-05-27,2022,5,250000
3,1,1172,4800,2022-05-02,2022,5,143000
6,4,2227,4800,2022-11-18,2022,11,215000
4,2,1129,4920,2022-11-16,2022,11,143000
5,2,2649,12240,2022-07-21,2022,7,209000
3,2,1815,7200,2022-12-05,2022,12,207500
3,2,1655,6000,2022-12-29,2022,12,179500
3,1,1119,6000,2022-10-21,2022,10,170000
3,2,2184,5940,2022-01-24,2022,1,189900
6,3,2478,4800,2022-04-27,2022,4,230000
4,3,2068,4800,2022-12-14,2022,12,180000
4,2,1881,7200,2022-08-25,2022,8,160000
8,2,1472,9000,2022-01-24,2022,1,199900
4,1,1306,5040,2022-10-24,2022,10,140100
5,2,1931,4800,2022-09-20,2022,9,180000
6,2,2314,4800,2022-12-20,2022,12,175000
6,2,2460,9468,2022-01-06,2022,1,220000
6,2,2484,7596,2022-03-04,2022,3,218000
5,2,2107,5520,2022-05-11,2022,5,150000
4,2,1176,5289,2022-01-28,2022,1,199900
4,1,1154,5248,2022-09-09,2022,9,185000
4,2,1615,10496,2022-08-05,2022,8,189900
6,3,2422,9036,2022-02-03,2022,2,155000
5,2,2214,9360,2022-05-11,2022,5,160000
6,2,1134,4800,2022-02-28,2022,2,120000
3,2,1197,5040,2022-01-18,2022,1,158900
6,2,2337,10960,2022-09-01,2022,9,215000
3,3,1344,5040,2022-03-14,2022,3,218000
3,2,1044,5400,2022-09-12,2022,9,220000
6,3,2708,5280,2022-12-19,2022,12,219000
3,2,1862,10800,2022-12-14,2022,12,160000
6,2,1982,4800,2022-02-22,2022,2,189800
3,1,1378,4800,2022-06-14,2022,6,180000
5,2,1853,4725,2022-06-10,2022,6,196000
5,2,1408,5085,2022-04-12,2022,4,176900
4,2,1890,5350,2022-03-24,2022,3,165000
6,2,2261,4800,2022-10-06,2022,10,190000
3,2,1329,7800,2022-04-15,2022,4,131000
3,1,1034,4800,2022-04-14,2022,4,190000
6,2,2398,5350,2022-08-10,2022,8,235000
6,4,3580,6042,2022-04-18,2022,4,380000
6,2,2080,4960,2022-05-27,2022,5,165000
6,2,2718,4840,2022-11-30,2022,11,274900
6,2,2007,4840,2022-04-05,2022,4,200000
4,2,1409,5160,2022-10-07,2022,10,166900
4,2,1388,8280,2022-03-08,2022,3,192000
3,2,1488,7560,2022-02-17,2022,2,155000
4,2,1826,7800,2022-09-26,2022,9,155000
4,1,1947,5250,2022-12-05,2022,12,150200
7,2,1254,5280,2022-01-21,2022,1,135000
6,2,2228,5160,2022-06-02,2022,6,120655
3,1,1314,4800,2022-04-08,2022,4,137000
4,2,2232,4800,2022-01-19,2022,1,165000
6,1,1272,5280,2022-01-27,2022,1,157000
3,1,1209,4800,2022-08-01,2022,8,130000
4,3,1552,9600,2022-06-01,2022,6,110000
6,1,1335,5500,2022-04-05,2022,4,170000
6,2,1274,5461,2022-01-20,2022,1,170000
4,2,1177,5250,2022-08-24,2022,8,207000
3,1,1158,5250,2022-09-30,2022,9,159900
4,1,1192,5460,2022-08-22,2022,8,160000
5,2,2240,5460,2022-11-30,2022,11,178900
3,1,966,5460,2022-11-02,2022,11,68000
4,2,2033,5460,2022-07-18,2022,7,160000
3,1,1268,5460,2022-02-25,2022,2,155000
3,2,1207,5460,2022-10-11,2022,10,224900
5,2,2138,4620,2022-07-28,2022,7,164900
3,2,1022,5460,2022-07-15,2022,7,163500
4,1,1517,5000,2022-05-12,2022,5,230000
6,2,2301,4400,2022-12-21,2022,12,160000
3,2,1140,5460,2022-12-27,2022,12,139000
4,2,1538,5200,2022-12-14,2022,12,169900
5,4,3078,7562,2022-05-02,2022,5,212000
8,2,1944,4998,2022-03-25,2022,3,135000
5,2,1933,5040,2022-07-07,2022,7,175000
4,2,1872,5880,2022-01-14,2022,1,120307
3,1,1240,7049,2022-05-03,2022,5,193000
2,2,1080,9881,2022-03-22,2022,3,80000
4,2,1523,12597,2022-02-17,2022,2,102500
4,1,1231,9184,2022-03-16,2022,3,106000
3,1,957,9506,2022-10-04,2022,10,162500
3,1,1477,4920,2022-03-11,2022,3,155000
8,2,1370,5520,2022-03-25,2022,3,132000
6,2,1174,5520,2022-02-23,2022,2,144900
2,1,890,4800,2022-10-04,2022,10,100000
7,2,1380,4800,2022-02-21,2022,2,110000
7,2,1380,4800,2022-06-29,2022,6,200000
3,1,976,4800,2022-02-23,2022,2,135000
3,2,1513,4800,2022-12-27,2022,12,188000
3,2,1513,4800,2022-08-24,2022,8,180000
7,2,2142,4800,2022-01-06,2022,1,200000
6,1,1555,4800,2022-05-27,2022,5,172000
4,1,1092,6028,2022-05-26,2022,5,122500
3,1,952,6713,2022-10-05,2022,10,97700
4,1,1043,6028,2022-09-14,2022,9,90000
6,2,1848,6048,2022-06-09,2022,6,117500
3,1,1317,8498,2022-07-12,2022,7,160000
12,4,2245,5588,2022-01-28,2022,1,128000
6,4,2245,5588,2022-10-24,2022,10,140000
4,2,1040,5842,2022-09-08,2022,9,117400
6,2,1248,5842,2022-02-22,2022,2,155000
4,2,1205,5842,2022-08-02,2022,8,132000
3,2,1062,6072,2022-05-23,2022,5,64000
4,2,1022,8712,2022-03-07,2022,3,100000
4,2,1365,6072,2022-02-18,2022,2,190000
2,2,988,4144,2022-07-05,2022,7,65000
6,2,2248,4928,2022-07-15,2022,7,172000
6,3,1386,5280,2022-03-22,2022,3,164900
8,2,2046,5280,2022-04-05,2022,4,150000
8,1,1092,6028,2022-03-02,2022,3,69000
4,1,1184,6028,2022-09-27,2022,9,165000
3,1,852,6028,2022-02-25,2022,2,69600
4,1,932,6302,2022-04-05,2022,4,163000
4,2,1564,6028,2022-03-18,2022,3,127500
4,2,1564,5891,2022-04-12,2022,4,89900
4,2,1782,8400,2022-07-25,2022,7,99000
3,1,1138,5040,2022-02-10,2022,2,85000
3,2,1179,4760,2022-10-25,2022,10,127000
3,1,1609,5445,2022-07-20,2022,7,165000
5,2,2222,5160,2022-12-21,2022,12,105000
4,2,1397,4800,2022-12-22,2022,12,170000
5,2,1858,3600,2022-08-24,2022,8,105000
3,1,1392,3600,2022-06-22,2022,6,105000
4,1,1467,3600,2022-04-11,2022,4,175000
2,1,984,4560,2022-04-28,2022,4,75000
